Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition
2007022221375,21-Feb-07,12/22/2006 0:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Computer - Laptop,498.00 ,Denied,0.00 ,Deny
2007022221376,21-Feb-07,2/14/2007 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,30.63 ,Denied,0.00 ,Deny
2007022221384,21-Feb-07,2/9/2007 0:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; DVD/CD Players,429.00 ,Denied,0.00 ,Deny
2007022221387,21-Feb-07,1/28/2007 0:00,ISP,Long Island McArthur; Islip,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,200.00 ,Denied,0.00 ,Deny
2007022221388,21-Feb-07,11/24/2006 0:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,250.00 ,Denied,0.00 ,Deny
2007022221389,21-Feb-07,2/4/2007 0:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Luggage (all types including footlockers); Medicines,1310.00 ,Denied,0.00 ,Deny
2007022221391,21-Feb-07,1/12/2007 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Other,900.00 ,Denied,0.00 ,Deny
2007022221394,21-Feb-07,1/6/2007 0:00,MIA,Miami International Airport,USAir,Property Damage,Checked Baggage,Other,135.89 ,Denied,0.00 ,Deny
2007022221396,21-Feb-07,1/31/2006 0:00,DEN,Denver International Airport,USAir,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),331.00 ,Denied,0.00 ,Deny
2007022321397,21-Feb-07,12/29/2006 0:00,CMH,Port Columbus International,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),581.08 ,Denied,0.00 ,Deny
2007022321399,21-Feb-07,12/23/2007 0:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Passenger Property Loss,Checkpoint,Other,10.00 ,Denied,0.00 ,Deny
2007022321404,21-Feb-07,1/29/2007 0:00,SBP,San Luis Obispo,Alaska Airlines,Passenger Property Loss,Checked Baggage,Batteries - Dry cell only; Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),300.00 ,Denied,0.00 ,Deny
2007022321405,21-Feb-07,12/10/2006 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,4780.00 ,Denied,0.00 ,Deny
2007022321408,21-Feb-07,1/27/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Eyeglasses - (including contact lenses),148.39 ,Denied,0.00 ,Deny
2007022321411,21-Feb-07,2/8/2007 0:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc); Other,600.00 ,Denied,0.00 ,Deny
2007022321416,21-Feb-07,1/4/2007 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,320.00 ,Denied,0.00 ,Deny
2007022321423,21-Feb-07,1/20/2007 0:00,STT,Cyril E. King International,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages,13.90 ,Denied,0.00 ,Deny
2007022321426,21-Feb-07,1/13/2007 0:00,LAS,McCarran International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,209.34 ,Denied,0.00 ,Deny
2007022321427,21-Feb-07,1/31/2007 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,43.98 ,Denied,0.00 ,Deny
2007022321428,21-Feb-07,2/12/2007 0:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Currency; MP3 Players-(iPods; etc),87.66 ,Denied,0.00 ,Deny
2007022321431,21-Feb-07,1/8/2007 0:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,51.50 ,Denied,0.00 ,Deny
2007022321436,21-Feb-07,12/11/2006 0:00,MDW,Midway International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),337.30 ,Denied,0.00 ,Deny
2007022321447,21-Feb-07,12/25/2006 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,365.91 ,Denied,0.00 ,Deny
2007022321449,21-Feb-07,2/5/2007 0:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,350.00 ,Denied,0.00 ,Deny
2007022321451,21-Feb-07,2/15/2007 0:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,2000.00 ,Denied,0.00 ,Deny
2007022321452,21-Feb-07,1/13/2007 0:00,MIA,Miami International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,850.96 ,Denied,0.00 ,Deny
2007022321454,21-Feb-07,2/15/2007 0:00,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,650.00 ,Denied,0.00 ,Deny
2007022321456,21-Feb-07,1/8/2007 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Calculators - Adding machines; hand calculators; etc.; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,260.00 ,Denied,0.00 ,Deny
2007022321458,21-Feb-07,2/16/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,26500.00 ,Denied,0.00 ,Deny
2007022321460,21-Feb-07,2/5/2007 0:00,RFD,Greater Rockford,UAL,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,178.50 ,Denied,0.00 ,Deny
2007022621479,21-Feb-07,2/28/2005 0:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Personal Injury,Checkpoint,Other,120075.00 ,Denied,0.00 ,Deny
2007091431962,21-Feb-07,12/2/2006 0:00,LNY,Lanai City; HI,Island Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,14998.00 ,Denied,0.00 ,Deny
2007022221331,21-Feb-07,2/1/2007 0:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Luggage (all types including footlockers); Other,216.47 ,Settled,181.48 ,Settle
2007022221352,21-Feb-07,2/15/2007 0:00,IAH,Houston - George Bush Intercontinental Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.00 ,Settled,50.00 ,Settle
2007022221390,21-Feb-07,2/4/2007 0:00,OGG,Kahului-Maui; HI,Island Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3300.00 ,Settled,2060.00 ,Settle
2007022221392,21-Feb-07,12/25/2006 0:00,HOU,William P. Hobby,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency; Jewelry - Fine,995.00 ,Settled,147.50 ,Settle
2007022221395,21-Feb-07,2/8/2007 0:00,MSN,Dane County Regional (Madison),UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,96.00 ,Settled,48.00 ,Settle
2007022321403,21-Feb-07,1/22/2007 0:00,CMH,Port Columbus International,Southwest Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,490.00 ,Settled,245.00 ,Settle
2007022321419,21-Feb-07,12/26/2006 0:00,ORF,Norfolk International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,129.98 ,Settled,64.99 ,Settle
2007022321420,21-Feb-07,1/19/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),112.87 ,Settled,107.23 ,Settle
2007022321425,21-Feb-07,1/11/2007 0:00,SEA,Seattle-Tacoma International,EVA airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,409.95 ,Settled,202.90 ,Settle
2007022321435,21-Feb-07,2/13/2007 0:00,HDN,Yampa Valley Regional,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,200.00 ,Settled,100.00 ,Settle
2007022321455,21-Feb-07,1/27/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,Sun Country Airlines Inc,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,1432.39 ,Settled,1289.15 ,Settle
2007022321465,21-Feb-07,2/19/2007 0:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,2203.30 ,Settled,1469.19 ,Settle
2007022821690,21-Feb-07,2/12/2007 0:00,OMA,Eppley Airfield,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),177.20 ,Settled,149.43 ,Settle
2007022321470,22-Feb-07,1/29/2007 0:00,EUG,Eugene Airport/Mahlon Sweet Field,USAir,Passenger Property Loss,Checked Baggage,Locks,20.00 ,Approved,20.00 ,Approve in Full
2007022321473,22-Feb-07,2/9/2007 0:00,LAX,Los Angeles International Airport,British Airways,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,162.00 ,Approved,162.00 ,Approve in Full
2007022621492,22-Feb-07,12/22/2006 0:00,MIA,Miami International Airport,Avianca,Passenger Property Loss,Checkpoint,Cell Phones,300.00 ,Approved,300.00 ,Approve in Full
2007022621497,22-Feb-07,1/29/2007 0:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,270.00 ,Approved,270.00 ,Approve in Full
2007022621512,22-Feb-07,2/12/2007 0:00,RNO,Reno/Tahoe International,American Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,117.85 ,Approved,117.85 ,Approve in Full
2007022621525,22-Feb-07,2/8/2007 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,220.00 ,Approved,220.00 ,Approve in Full
2007022621540,22-Feb-07,1/25/2007 0:00,KOA,Kona International,Aloha Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,9.48 ,Approved,9.48 ,Approve in Full
2007022621558,22-Feb-07,2/11/2007 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),200.00 ,Approved,200.00 ,Approve in Full
2007022321421,22-Feb-07,1/18/2007 0:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones; MP3 Players-(iPods; etc),378.88 ,Denied,0.00 ,Deny
2007022321441,22-Feb-07,1/2/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),300.00 ,Denied,0.00 ,Deny
2007022321443,22-Feb-07,2/20/2007 0:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Alcoholic beverages,80.95 ,Denied,0.00 ,Deny
2007022321444,22-Feb-07,2/15/2007 0:00,DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,213.78 ,Denied,0.00 ,Deny
2007022321453,22-Feb-07,2/1/2007 0:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,38.89 ,Denied,0.00 ,Deny
2007022321459,22-Feb-07,2/19/2007 0:00,PHX,Phoenix Sky Harbor International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,170.00 ,Denied,0.00 ,Deny
2007022321466,22-Feb-07,2/20/2007 0:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,350.00 ,Denied,0.00 ,Deny
2007022321467,22-Feb-07,12/26/2006 0:00,PDX,Portland International,Alaska Airlines,Property Damage,Checked Baggage,Alcoholic beverages; Books - Other (Hardcover non-fiction); Dishes; Pottery; Glassware; Plasticware,310.00 ,Denied,0.00 ,Deny
2007022321472,22-Feb-07,12/25/2006 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),127.74 ,Denied,0.00 ,Deny
2007022621478,22-Feb-07,2/1/2007 0:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.,96.00 ,Denied,0.00 ,Deny
2007022621480,22-Feb-07,2/6/2007 0:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts,240.00 ,Denied,0.00 ,Deny
2007022621481,22-Feb-07,1/5/2007 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),56.25 ,Denied,0.00 ,Deny
2007022621482,22-Feb-07,12/31/2006 0:00,MKE,General Mitchell International Airport,Midway Airlines,Property Damage,Checked Baggage,Locks,42.00 ,Denied,0.00 ,Deny
2007022621483,22-Feb-07,2/2/2007 0:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,450.00 ,Denied,0.00 ,Deny
2007022621488,22-Feb-07,2/16/2007 0:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3227.70 ,Denied,0.00 ,Deny
2007022621489,22-Feb-07,11/7/2006 0:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,80.00 ,Denied,0.00 ,Deny
2007022621490,22-Feb-07,1/22/2007 0:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,5650.00 ,Denied,0.00 ,Deny
2007022621491,22-Feb-07,2/4/2007 0:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,189.95 ,Denied,0.00 ,Deny
2007022621495,22-Feb-07,1/25/2007 0:00,JFK,John F. Kennedy International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Costume; Other,1360.00 ,Denied,0.00 ,Deny
2007022621498,22-Feb-07,2/10/2007 0:00,PWM,Portland International Jetport,USAir,Property Damage,Checked Baggage,Other,95.00 ,Denied,0.00 ,Deny
2007022621499,22-Feb-07,11/2/2006 0:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,165.00 ,Denied,0.00 ,Deny
2007022621500,22-Feb-07,12/18/2006 0:00,MHT,Manchester Regional Airport,USAir,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.; Eyeglasses - (including contact lenses); GPS - Global Positioning System; Other,1846.22 ,Denied,0.00 ,Deny
2007022621502,22-Feb-07,12/16/2006 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Fine; Musical Instruments - Other - Over $100 - $250,2500.00 ,Denied,0.00 ,Deny
2007022621505,22-Feb-07,2/3/2007 0:00,DEN,Denver International Airport,American Airlines,Property Damage,Checked Baggage,Other,194.95 ,Denied,0.00 ,Deny
2007022621510,22-Feb-07,2/6/2007 0:00,JNU,Juneau International,Alaska Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),85.00 ,Denied,0.00 ,Deny
2007022621513,22-Feb-07,2/6/2007 0:00,CMH,Port Columbus International,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,83.00 ,Denied,0.00 ,Deny
2007022621517,22-Feb-07,2/15/2007 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Audio - Other (Phonograph; cassettes; etc),200.00 ,Denied,0.00 ,Deny
2007022621519,22-Feb-07,12/29/2006 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume; Watches - Expensive more than $100,704.00 ,Denied,0.00 ,Deny
2007022621524,22-Feb-07,2/6/2007 0:00,LAS,McCarran International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Computer - Laptop; Other,2211.00 ,Denied,0.00 ,Deny
2007022621532,22-Feb-07,1/29/2007 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,500.00 ,Denied,0.00 ,Deny
2007022621535,22-Feb-07,2/18/2007 0:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Paintings and Pictures (including frames; etchings; photos; etc),450.00 ,Denied,0.00 ,Deny
2007022621556,22-Feb-07,12/26/2006 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),320.00 ,Denied,0.00 ,Deny
2007022621559,22-Feb-07,2/5/2007 0:00,SMF,Sacramento International Airport,Southwest Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),72.95 ,Denied,0.00 ,Deny
2007022621564,22-Feb-07,5/22/2006 0:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,188.19 ,Denied,0.00 ,Deny
2007022321415,22-Feb-07,1/16/2007 0:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,335.00 ,Settled,330.64 ,Settle
2007022321422,22-Feb-07,2/11/2007 0:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,8.36 ,Settled,7.97 ,Settle
2007022321471,22-Feb-07,2/16/2007 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,240.00 ,Settled,117.48 ,Settle
2007022321476,22-Feb-07,1/9/2007 0:00,RHI,Rhinelander-Onieta,Northwest Airlines,Property Damage,Checked Baggage,Mirrors (including frames),22.50 ,Settled,11.25 ,Settle
2007022621477,22-Feb-07,2/12/2007 0:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),117.58 ,Settled,58.79 ,Settle
2007022621485,22-Feb-07,1/18/2007 0:00,SAN,San Diego International,USAir,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,425.00 ,Settled,220.98 ,Settle
2007022621487,22-Feb-07,2/14/2007 0:00,LGB,Long Beach,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,90.00 ,Settled,45.00 ,Settle
2007022621511,22-Feb-07,1/21/2007 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,199.99 ,Settled,139.99 ,Settle
2007022621518,22-Feb-07,2/6/2007 0:00,CMH,Port Columbus International,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),55.00 ,Settled,27.50 ,Settle
